token	tag	source
hmangin	ADV	word
hmangral	VERB	word
hmangte	ADJ	word
hmangten	ADJ	word
hmangthiam	ADJ	word
hmangtu	NOUN	word
hmangtuin	NOUN	word
hmangturin	ADJ	word
hmangtute	NOUN	word
hmangtuten	ADJ	word
hmanhlel	VERB	word
hmanhlel	ADJ	word
hmanhmang	VERB	word
hmanhmawh	VERB	word
hmanhmawh	ADJ	word
hmanhmawhna	ADJ	word
hmanhmawhpui	ADJ	word
hmanhmawhte	NOUN	word
hmanhmawhthlak	ADJ	word
hmanhmawhthlâk	ADJ	word
hmanhmawhtir	VERB	word
hmanin	ADJ	word
hmanlai	NOUN	word
hmanlai	ADJ	word
hmanlâi	ADJ	word
hmânlai	ADJ	word
hmanlaia	ADJ	word
hmânlaia	ADJ	word
hmanlaiin	ADJ	word
hmanlaiin	ADV	word
hmánlaiin	ADV	word
hmanlaina	NOUN	word
hmanlo	ADJ	word
hmanna	NOUN	word
hmannaa	ADJ	word
hmannaah	ADJ	word
hmanni	NOUN	word
hmanni	ADJ	word
hmannia	ADJ	word
hmanniah	ADJ	word
hmanpui	VERB	word
hmanpuiah	ADJ	word
hmanpuiin	ADJ	word
hmanpuina	NOUN	word
hmanpuinaa	ADJ	word
hmanpuinaah	ADJ	word
hmanpuitu	NOUN	word
hmanral	VERB	word
hmanralna	NOUN	word
hmanralnaah	ADJ	word
hmanraw	NOUN	word
hmanrua	NOUN	word
hmanruâ	NOUN	word
hmanruaa	ADJ	word
hmanruaah	ADJ	word
hmanruain	ADJ	word
hmanruate	NOUN	word
hmansak	VERB	word
hmansual	VERB	word
hmansualah	ADJ	word
hmansualna	NOUN	word
hmansualnaah	ADJ	word
hmansualte	ADJ	word
hmante	ADJ	word
hmanten	ADJ	word
hmantir	VERB	word
hmantlak	ADJ	word
hmantlâk	ADJ	word
hmantlakna	NOUN	word
hmanzat	ADJ	word
hmapui	NOUN	word
hmar	NOUN	word
hmar	ADJ	word
hmâr	NOUN	word
hmâr	ADJ	word
hmarah	ADJ	word
hmârah	ADJ	word
hmar-am	NOUN	word
hmâr-âm	NOUN	word
hmarcha	NOUN	word
hmarcha	ADJ	word
hmarchapui	NOUN	word
hmarchate	NOUN	word
hmarchatê	NOUN	word
hmarchatepui	NOUN	word
hmarchhak	NOUN	word
hmarchhak	ADJ	word
hmarchhaka	ADJ	word
hmarchhakah	ADJ	word
hmarchhakte	ADJ	word
hmarchung	NOUN	word
hmarlam	ADJ	word
hmârlam	ADJ	word
hmarphir	NOUN	word
hmarphir	ADV	word
hmarsai	NOUN	word
hmarsai	ADV	word
hmartawng	NOUN	word
hmârtawp	ADJ	word
hmarthlang	NOUN	word
hmarthlang	ADJ	word
hmârthlang	ADJ	word
hmarthlanga	ADJ	word
hmasa	ADV	word
hmasâa	ADJ	word
hmasaah	ADJ	word
hmasaber	ADJ	word
hmasabera	ADJ	word
hmasaberah	ADJ	word
hmasâin	ADJ	word
hmasak	VERB	word
hmasak	ADV	word
hmasaka	ADJ	word
hmasakah	ADJ	word
hmasakber	ADJ	word
hmasakna	NOUN	word
hmasaksan	VERB	word
hmasakte	ADJ	word
hmasaktir	VERB	word
hmasaktîr	VERB	word
hmasang	NOUN	word
hmasang	ADJ	word
hmasâng	NOUN	word
hmasâng	ADJ	word
hmâsang	ADJ	word
hmâsâng	ADJ	word
hmasângin	ADJ	word
hmâsangin	ADJ	word
hmasate	ADJ	word
hmasâte	ADJ	word
hmasaten	ADJ	word
hmasatena	ADJ	word
hmasatute	ADJ	word
hmasawn	VERB	word
hmasâwn	VERB	word
hmasawna	ADJ	word
hmasawnna	NOUN	word
hmasâwnna	NOUN	word
hmasawnnaa	ADJ	word
hmasawnnaah	ADJ	word
hmasawnnain	ADJ	word
hmasâwnpui	VERB	word
hmasawnte	ADJ	word
hmasawntir	VERB	word
hmasawntira	ADJ	word
hmasâwnzia	ADJ	word
hmasial	VERB	word
hmasial	ADJ	word
hmasialah	ADJ	word
hmasialna	NOUN	word
hmasialte	ADJ	word
hmatawn	NOUN	word
hmatawn	VERB	word
hmatawng	VERB	word
hmatawng	ADJ	word
hmatâwng	ADJ	word
hmatawnga	ADJ	word
hmatawngah	ADJ	word
hmatâwnghote	ADJ	word
hmatawngtu	NOUN	word
hmatawntir	NOUN	word
hmate	NOUN	word
hmate	ADJ	word
hmâte	ADJ	word
hmathatna	NOUN	word
hmatheh	ADJ	word
hmatheha	ADJ	word
hmathehah	ADJ	word
hmathen	VERB	word
hmathlak	VERB	word
hmathlâk	VERB	word
hmathlep	VERB	word
hmathlir	ADJ	word
hmathlirna	NOUN	word
hmatiam	VERB	word
hmatiam	ADJ	word
hmatiang	ADJ	word
hmatîang	ADJ	word
hmatun	VERB	word
hmatun	ADV	word
hmatung	VERB	word
hmatung	ADV	word
hmavir	ADJ	word
hmawchhawn	VERB	word
hmawk	NOUN	word
hmawk	ADV	word
hmawlh	NOUN	word
hmawlh	ADJ	word
hmawlha	ADJ	word
hmawlhah	ADJ	word
hmawlhin	ADJ	word
hmawlhte	NOUN	word
hmawlhte	VERB	word
hmawm	VERB	word
hmawmiawm	NOUN	word
hmawmsawm	NOUN	word
hmawmsawm	ADJ	word
hmawn	NOUN	word
hmawn	VERB	word
hmawng	NOUN	word
hmawng	VERB	word
hmâwng	NOUN	word
hmâwng	VERB	word
hmawngbu	ADJ	word
hmawngkir	NOUN	word
hmâwngkir	NOUN	word
hmawng-thir	NOUN	word
hmawng-thîr	NOUN	word
hmâwng-thir	NOUN	word
hmâwng-thîr	NOUN	word
hmawr	NOUN	word
hmawr	ADJ	word
hmâwr	ADJ	word
hmawra	ADJ	word
hmâwra	ADJ	word
hmawrah	ADJ	word
hmâwrah	ADJ	word
hmawrbang	NOUN	word
hmawrbawk	VERB	word
hmawrbawkah	ADJ	word
hmawrbawktu	NOUN	word
hmawrhmuh	VERB	word
hmawrin	ADJ	word
hmawrker	NOUN	word
hmawrtawng	ADJ	word
hmâwrtawng	ADJ	word
hmawrtawnga	ADJ	word
hmawrtawngte	ADJ	word
hmawrte	ADJ	word
hmawrzum	ADJ	word
hmazau	NOUN	word
hmazawn	NOUN	word
hmazawn	ADJ	word
hmazâwn	ADJ	word
hmazâwna	ADJ	word
hmazâwnah	ADJ	word
hmazâwng	ADJ	word
hmazâwnga	ADJ	word
hmazil	NOUN	word
hmazil	VERB	word
hmeh	VERB	word
hmeha	ADJ	word
hmehah	ADJ	word
hmehbel	NOUN	word
hmehbel	ADJ	word
hmehbelna	NOUN	word
hmehkehrep	NOUN	word
hmehkhep	ADJ	word
hmehna	NOUN	word
hmehnaa	ADJ	word
hmehpuah	ADJ	word
hmehrek	NOUN	word
hmehrik	ADJ	word
hmehsak	VERB	word
hmehte	ADJ	word
hmei	NOUN	word
hmeia	ADJ	word
hmeiah	ADJ	word
hmeichhe	NOUN	word
hmeichheho	ADJ	word
hmeichhia	NOUN	word
hmeichhia	VERB	word
hmeichhiaa	ADJ	word
hmeichhiaah	ADJ	word
hmeichhiain	ADJ	word
hmeichhiat	ADJ	word
hmeichhiate	ADJ	word
hmeichhiaten	ADJ	word
hmeichhiatna	NOUN	word
hmeichhiatnaah	ADJ	word
hmeichhiatpui	NOUN	word
hmeichhiatpui	ADJ	word
hmeichhlatpui	NOUN	word
hmeiho	NOUN	word
hmeihote	NOUN	word
hmeiin	ADJ	word
hmeinu	NOUN	word
hmeite	ADJ	word
hmeiten	ADJ	word
hmeithai	NOUN	word
hmeithâi	NOUN	word
hmeithaia	ADJ	word
hmeithaiah	ADJ	word
hmeithaiin	ADJ	word
hmeithaina	NOUN	word
hmeithainu	NOUN	word
hmeithaite	NOUN	word
hmeithâite	NOUN	word
hmeithaiten	ADJ	word
hmeithai-thei	NOUN	word
hmeithal	NOUN	word
hmel	NOUN	word
hmêl	NOUN	word
hmela	ADJ	word
hmêla	ADJ	word
hmelah	ADJ	word
hmêlah	ADJ	word
hmelchhe	VERB	word
hmelchhe	ADJ	word
hmêlchhe	VERB	word
hmêlchhe	ADJ	word
hmelchhia	VERB	word
hmelchhia	ADJ	word
hmêlchhia	VERB	word
hmêlchhia	ADJ	word
hmelchhiat	ADJ	word
hmelchia	ADJ	word
hmêlchia	ADJ	word
hmel-duh	VERB	word
hmêl-duh	VERB	word
hmelhem	VERB	word
hmelhem	ADJ	word
hmêlhem	VERB	word
hmêlhem	ADJ	word
hmelhemlo	ADJ	word
hmelhemna	NOUN	word
hmêlhemna	NOUN	word
hmelhma	NOUN	word
hmêlhma	NOUN	word
hmelhmang	ADJ	word
hmêlhmang	ADJ	word
hmelhriat	NOUN	word
hmelhriat	ADJ	word
hmêlhriat	NOUN	word
hmêlhriat	ADJ	word
hmelhriata	ADJ	word
hmêlhriatho	ADJ	word
hmelhriatin	ADJ	word
hmêlhriatloh	ADJ	word
hmelhriatte	ADJ	word
hmêlhriatte	ADJ	word
hmelhriattir	NOUN	word
hmelhriattir	VERB	word
hmelhriattîr	NOUN	word
hmêlhriattir	NOUN	word
hmêlhriattir	VERB	word
hmêlhriattîr	NOUN	word
hmêlhriattîr	VERB	word
hmelhuatna	NOUN	word
hmelin	ADJ	word
hmêlin	ADJ	word
hmelma	NOUN	word
hmêlma	NOUN	word
hmêlmâ	NOUN	word
hmelmaa	ADJ	word
hmêlmaa	ADJ	word
hmêlmâa	ADJ	word
hmelmaah	ADJ	word
hmêlmaah	ADJ	word
hmêlmâah	ADJ	word
hmêlmaho	NOUN	word
hmelmak	VERB	word
hmelmak	ADJ	word
hmelmâk	VERB	word
hmêlmak	VERB	word
hmêlmâk	VERB	word
hmelmakna	NOUN	word
hmêlmâkna	NOUN	word
hmêlmaknain	ADJ	word
hmêlmapa	NOUN	word
hmêlmapâ	NOUN	word
hmelmate	NOUN	word
hmelmâte	NOUN	word
hmêlmate	NOUN	word
hmêlmâte	NOUN	word
hmêlmâteho	NOUN	word
hmelmaten	ADJ	word
hmêlmaten	ADJ	word
hmêlmâten	ADJ	word
hmelte	ADJ	word
hmêlte	ADJ	word
hmeltha	ADJ	word
hmelṭha	ADJ	word
hmelṭhâ	ADJ	word
hmêltha	ADJ	word
hmêlṭha	ADJ	word
hmêlṭhâ	ADJ	word
hmelthaa	ADJ	word
hmelthar	ADJ	word
hmelthat	ADJ	word
hmelṭhat	ADJ	word
hmêlthat	ADJ	word
hmêlṭhat	ADJ	word
hmelthate	ADJ	word
hmelthatna	NOUN	word
hmêlṭhatna	NOUN	word
hmelthatnain	ADJ	word
hmelthatzia	ADJ	word
hmêlṭhatzia	ADJ	word
hmem	ADV	word
hmemthei	NOUN	word
hmer	NOUN	word
hmer	VERB	word
hmer	ADV	word
hmera	ADJ	word
hmerh	VERB	word
hmerha	ADJ	word
hmerhin	ADJ	word
hmerhna	NOUN	word
hmerin	ADJ	word
hmerna	NOUN	word
hmertel	VERB	word
hmet	VERB	word
hmetchhuah	VERB	word
hmetchhuak	VERB	word
hmetpuak	VERB	word
hmetpuakah	ADJ	word
hmetpuakin	ADJ	word
hmi	NOUN	word
hmî	NOUN	word
hmiah	ADJ	word
hmiai	VERB	word
hmiai	ADV	word
hmiang	ADJ	word
hmiang	ADV	word
hmimbung	NOUN	word
hmimbûng	NOUN	word
hmin	VERB	word
hmin	ADJ	word
hmina	ADJ	word
hming	NOUN	word
hmingchhal	VERB	word
hmingchhe	VERB	word
hmingchhia	ADJ	word
hmingchhiat	ADJ	word
hmingchhiatna	NOUN	word
hmingchhutna	NOUN	word
hminghliau	VERB	word
hminghliau	ADJ	word
hminghliâu	VERB	word
hminghliauna	NOUN	word
hminghmel	NOUN	word
hminghmêl	NOUN	word
hminghmerh	ADJ	word
hminghmerha	ADJ	word
hmingin	ADJ	word
hmingin	ADV	word
hminglam	VERB	word
hminglem	ADJ	word
hminglianin	ADJ	word
hmingmawina	NOUN	word
hmingnei	ADJ	word
hmingnemna	NOUN	word
hmingpua	ADJ	word
hmingpui	NOUN	word
hmingpui	ADJ	word
hmingpuin	ADJ	word
hmingput	ADJ	word
hmingputu	NOUN	word
hmingte	ADJ	word
hmingtha	VERB	word
hmingtha	ADJ	word
hmingṭha	VERB	word
hmingṭha	ADJ	word
hmingṭhâ	ADJ	word
hmingthan	VERB	word
hmingthang	VERB	word
hmingthangte	ADJ	word
hmingthanna	NOUN	word
hmingthannaah	ADJ	word
hmingthannain	ADJ	word
hmingthanzia	ADJ	word
hmingthat	VERB	word
hmingthat	ADJ	word
hmingṭhat	VERB	word
hmingṭhat	ADJ	word
hmingthate	ADJ	word
hmingthatna	NOUN	word
hmingṭhatna	NOUN	word
hmingțhatna	NOUN	word
hmingvuah	VERB	word
hminlo	ADJ	word
hminna	NOUN	word
hminte	ADJ	word
hminten	ADJ	word
hmintu	NOUN	word
hmo	VERB	word
hmo	ADJ	word
hmu	VERB	word
hmuah	VERB	word
hmuahma	NOUN	word
hmuahma	VERB	word
hmuahmâ	NOUN	word
hmuahmâ	VERB	word
hmuahna	NOUN	word
hmuai	NOUN	word
hmuai	ADV	word
hmuak	VERB	word
hmuaka	ADJ	word
hmuakin	ADJ	word
hmuaktu	NOUN	word
hmual	ADJ	word
hmuam	VERB	word
hmuâm	VERB	word
hmuama	ADJ	word
hmuamhma	ADJ	word
hmuamhmâ	ADJ	word
hmuamna	NOUN	word
hmuamral	NOUN	word
hmuamral	VERB	word
hmuàmral	NOUN	word
hmuamtelel	NOUN	word
hmuâmtelel	NOUN	word
hmuan	ADJ	word
hmuar	VERB	word
hmuar	ADJ	word
hmuâr	VERB	word
hmuarnain	ADJ	word
hmubial	NOUN	word
hmubial	VERB	word
hmuchhuak	VERB	word
hmuchhuaka	ADJ	word
hmuchhuaktu	NOUN	word
hmuchiang	ADJ	word
hmufiah	ADJ	word
hmuh	VERB	word
hmuhah	ADJ	word
hmuhan	ADJ	word
hmuhbelh	ADJ	word
hmuhchhuah	VERB	word
hmuhchhuahah	ADJ	word
hmuhchhuahna	NOUN	word
hmuhchhuahte	ADJ	word
hmuhdante	ADJ	word
hmuhho	ADJ	word
hmuhil	VERB	word
hmuhin	ADJ	word
hmuhlet	VERB	word
hmuhmawh	VERB	word
hmuhmawh	ADJ	word
hmuhna	NOUN	word
hmuhnaah	ADJ	word
hmuh-nau	VERB	word
hmuhnawm	NOUN	word
hmuhnawm	ADJ	word
hmuhnawmah	ADJ	word
hmuhnawmzia	ADJ	word
hmuhpui	VERB	word
hmuhsak	VERB	word
hmuhsaktute	NOUN	word
hmuhsita	ADJ	word
hmuhsitawm	ADJ	word
hmuhsitawma	ADJ	word
hmuhsitawmah	ADJ	word
hmuhsitawmna	NOUN	word
hmuhsitawmnaah	ADJ	word
hmuhsitawmte	NOUN	word
hmuhsitin	ADJ	word
hmuhsitna	NOUN	word
hmuhsitnaah	ADJ	word
hmuhsitzia	ADJ	word
hmuhte	ADJ	word
hmuhtheiha	ADJ	word
hmuhtheihna	NOUN	word
hmuhtir	VERB	word
hmuhtîr	VERB	word
hmuhtirte	ADJ	word
hmuhtirtu	NOUN	word
hmuhtîrtu	NOUN	word
hmuhtlak	ADJ	word
hmuhtlang	ADJ	word
hmuhtu	NOUN	word
hmuhtur	ADJ	word
hmuhtûr	ADJ	word
hmuhzat	ADJ	word
hmuhzawng	ADJ	word
hmuhzia	ADJ	word
hmui	NOUN	word
hmui	VERB	word
hmui	ADJ	word
hmùi	NOUN	word
hmûi	VERB	word
hmuia	ADJ	word
hmûia	ADJ	word
hmuiah	ADJ	word
hmûiah	ADJ	word
hmuichukchurudulinu	NOUN	word
hmuichukchuruduninu	NOUN	word
hmûichukchuruduninu	NOUN	word
hmuifang	NOUN	word
hmuifâng	NOUN	word
hmuifangah	ADJ	word
hmuifarial	NOUN	word
hmuifaril	NOUN	word
hmuih	VERB	word
hmuih	ADV	word
hmuihmai	ADJ	word
hmuihmer	NOUN	word
hmuihmer	ADJ	word
hmuihmir	NOUN	word
hmuihmir	VERB	word
hmuihmul	NOUN	word
hmuihmul	ADJ	word
hmuiin	ADJ	word
hmûiin	ADJ	word
hmuikherh	NOUN	word
hmuikherh	ADJ	word
hmuikulep	NOUN	word
hmuikulêp	NOUN	word
hmuikum	VERB	word
hmui-lung	NOUN	word
hmui-mim-chip	NOUN	word
hmui-mîm-chip	NOUN	word
hmui-mim-chip-zum	ADJ	word
hmui-mîm-chip-zum	ADJ	word
hmûi-mim-chip-zum	ADJ	word
hmûi-mîm-chip-zum	ADJ	word
hmuin	ADJ	word
hmûin	ADJ	word
hmuingil	ADJ	word
hmuingîl	ADJ	word
hmuingîla	ADJ	word
hmuingîlin	ADJ	word
hmuingilna	NOUN	word
hmuingîlna	NOUN	word
hmuiphun	ADJ	word
hmuipui	VERB	word
hmuiral	NOUN	word
hmuiral	VERB	word
hmuite	NOUN	word
hmuiten	ADJ	word
hmuithal	NOUN	word
hmuithd	NOUN	word
hmuithla	NOUN	word
hmuithlâ	NOUN	word
hmuithlur	NOUN	word
hmuithlûr	NOUN	word
hmuizubel	NOUN	word
hmuizubêl	NOUN	word
hmuk	ADJ	word
hmuka	ADJ	word
hmul	NOUN	word
hmul	ADJ	word
hmula	ADJ	word
hmulah	ADJ	word
hmulahte	ADJ	word
hmulchhia	NOUN	word
hmulchhia	VERB	word
hmulet	VERB	word
hmulêt	VERB	word
hmulfaril	NOUN	word
hmulin	ADJ	word
hmulmehna	NOUN	word
hmulpul	VERB	word
hmulrip	VERB	word
hmulte	ADJ	word
hmulthi	NOUN	word
hmulthî	NOUN	word
hmum	ADJ	word
hmumawh	VERB	word
hmun	NOUN	word
hmun	ADJ	word
hmuna	ADJ	word
hmunah	ADJ	word
hmunah	ADV	word
hmunahte	ADJ	word
hmu-nau	VERB	word
hmunawl	ADJ	word
hmun-awl	NOUN	word
hmun-âwl	NOUN	word
hmunbial	ADJ	word
hmundang	ADJ	word
hmundanga	ADJ	word
hmundangah	ADJ	word
hmung	VERB	word
hmungah	ADJ	word
hmunhlui	ADJ	word
hmunhma	NOUN	word
hmunhma	ADJ	word
hmunhmâ	ADJ	word
hmunhmate	ADJ	word
hmunhnawk	NOUN	word
hmunin	ADJ	word
hmunkhat	NOUN	word
hmunkhat	ADJ	word
hmunkhata	ADJ	word
hmunkhatah	ADJ	word
hmunkhatin	ADJ	word
hmunphiah	NOUN	word
hmunphiah	VERB	word
hmunphiahin	ADJ	word
hmunphiat	VERB	word
hmunpui	ADJ	word
hmunpuiah	ADJ	word
hmunpuite	ADJ	word
hmunro	ADJ	word
hmunruak	ADJ	word
hmunsang	ADJ	word
hmunsâng	ADJ	word
hmunsângahte	ADJ	word
hmunsangte	ADJ	word
hmunsângte	ADJ	word
hmunsawmtir	VERB	word
hmunte	ADJ	word
hmuntha	NOUN	word
hmunthianghlim	NOUN	word
hmunthu	NOUN	word
hmunthû	NOUN	word
hmunṭhu	NOUN	word
hmunṭhû	NOUN	word
hmuntin	ADJ	word
hmuntinah	ADJ	word
hmunu	NOUN	word
hmunû	NOUN	word
hmupa	NOUN	word
hmu-pawl	NOUN	word
hmu-páwl	NOUN	word
hmur	VERB	word
hmur	ADJ	word
hmur	ADV	word
hmûr	VERB	word
hmurpĥir	NOUN	word
hmurpĥîr	NOUN	word
hmûrpĥir	NOUN	word
hmûrpĥîr	NOUN	word
hmursawp	NOUN	word
hmursâwp	NOUN	word
hmûrsawp	NOUN	word
hmûrsâwp	NOUN	word
hmusit	VERB	word
hmusita	ADJ	word
hmusitate	NOUN	word
hmusitawm	ADJ	word
hmusitin	ADJ	word
hmusitna	NOUN	word
hmusitnaah	ADJ	word
hmusitnain	ADJ	word
hmusittu	NOUN	word
hmusittua	ADJ	word
hmusittûa	ADJ	word
hmusittuho	NOUN	word
hmusittute	NOUN	word
hmusittuten	ADJ	word
hmutau	NOUN	word
hmutâu	NOUN	word
hmuṭau	NOUN	word
hmuṭâu	NOUN	word
hmuten	ADJ	word
hmutheitu	NOUN	word
hmutheitûa	ADJ	word
hmutheitute	NOUN	word
hmutlang	ADJ	word
hmutu	NOUN	word
hmutu	VERB	word
hmutûin	ADJ	word
hmutute	ADJ	word
hmututen	ADJ	word
hna	NOUN	word
hna	VERB	word
hná	VERB	word
hnà	NOUN	word
hnâ	NOUN	word
hnâ	VERB	word
hnaa	ADJ	word
hnaah	ADJ	word
hnâah	ADJ	word
hnah	NOUN	word
hnaha	ADJ	word
hnahbawr	NOUN	word
hnahbâwr	NOUN	word
hnahchang	NOUN	word
hnahchawi	NOUN	word
hnahchawi	ADJ	word
hnahchàwi	NOUN	word
hnahchhah	NOUN	word
hnahchhawl	NOUN	word
hnahchhâwl	NOUN	word
hna-heh	VERB	word
hnahfin	NOUN	word
hnahfîn	NOUN	word
hnahhliu	NOUN	word
hnahhlui	NOUN	word
hnahhlun	NOUN	word
hnahhrat	NOUN	word
hnahhrât	NOUN	word
hnahkhar	NOUN	word
hnahkhár	NOUN	word
hnahkhat	NOUN	word
hnahkhat	ADJ	word
hnahkhauh	NOUN	word
hnahkhawr	NOUN	word
hnahkhâwr	NOUN	word
hnahkiah	NOUN	word
hnahlana	ADJ	word
hnahmawi	NOUN	word
hnahmâwi	NOUN	word
hnahnem	NOUN	word
hnahnêm	NOUN	word
hnahpui	ADJ	word
hnahsin	ADJ	word
hnahte	ADJ	word
hnahthak	NOUN	word
hnahthaksuak	NOUN	word
hnahthap	NOUN	word
hnahthel	NOUN	word
hnahthial	NOUN	word
hnahthial	VERB	word
hnahthiala	ADJ	word
hnahthingthawng	NOUN	word
hnahthlak	NOUN	word
hnahthlak	ADJ	word
hnahthlâk	NOUN	word
hnahthlâk	ADJ	word
hnahthlakte	ADJ	word
hnah-tum	NOUN	word
hnahzur	NOUN	word
hnahzûr	NOUN	word
hnai	NOUN	word
hnai	VERB	word
hnai	ADJ	word
hnai	PART	word
hnâi	ADJ	word
hnaia	ADJ	word
hnâia	ADJ	word
hnaiah	ADJ	word
hnâiah	ADJ	word
hnaiahte	ADJ	word
hnaiber	ADJ	word
hnaih	VERB	word
hnaih	ADJ	word
hnaiha	ADJ	word
hnaihah	ADJ	word
hnaihchilh	VERB	word
hnaihchilha	ADJ	word
hnaihchilhin	ADJ	word
hnaihin	ADJ	word
hnaihna	NOUN	word
hnaihpui	ADJ	word
hnaihte	ADJ	word
hnaihtîr	ADJ	word
hnaihtîrte	ADJ	word
hnaihtu	NOUN	word
hnaihtuahte	ADJ	word
hnaihturte	ADJ	word
hnaihtute	NOUN	word
hnaiin	ADJ	word
hnailtute	ADJ	word
hnâin	ADJ	word
hnaisai	ADJ	word
hnaite	ADJ	word
hnâite	ADJ	word
hnaitea	ADJ	word
hnaiteah	ADJ	word
hnaitu	NOUN	word
hnaivai	ADJ	word
hnâivâi	ADJ	word
hnaivaia	ADJ	word
hnâivâia	ADJ	word
hnaivaiah	ADJ	word
hnaivâiahte	ADJ	word
hnak	ADJ	word
hnakak	NOUN	word
hnakâk	NOUN	word
hna-kin	VERB	word
hnal	ADJ	word
hnam	NOUN	word
hnam	VERB	word
hnam	ADJ	word
hnâm	VERB	word
hnâm	ADJ	word
hnama	ADJ	word
hnamah	ADJ	word
hnambeh	VERB	word
hnambet	VERB	word
hnambet	ADJ	word
hnambil	ADJ	word
hnamchawm	NOUN	word
hnamchawm	ADJ	word
hnamchawmten	ADJ	word
hnamdang	ADJ	word
hnamdangin	ADJ	word
hnamdangte	ADJ	word
hnamhnawih	ADJ	word
hnamho	ADJ	word
hnamhoten	ADJ	word
hnamin	ADJ	word
hnamkai	VERB	word
hnamkâi	VERB	word
hnamlam	ADJ	word
hnampa	ADJ	word
hnampui	NOUN	word
hnampui	ADJ	word
hnampuite	ADJ	word
hnamsai	NOUN	word
hnamsâi	NOUN	word
hnam-tawng	NOUN	word
hnam-ṭawng	NOUN	word
hnamte	NOUN	word
hnamte	ADJ	word
hnamtê	NOUN	word
hnamten	ADJ	word
hnamtin	ADJ	word
hnamtur	NOUN	word
hnamtûr	NOUN	word
hnâmtur	NOUN	word
hnâmtûr	NOUN	word
hnamzia	ADJ	word
hnan	VERB	word
hnan	ADJ	word
hnan	ADV	word
hnàn	ADJ	word
hnân	VERB	word
hnana	ADJ	word
hnanah	ADJ	word
hnang	NOUN	word
hnang	VERB	word
hnang	ADJ	word
hnáng	VERB	word
hnâng	NOUN	word
hnâng	VERB	word
hnâng	ADJ	word
hnanga	ADJ	word
hnangdil	NOUN	word
hnangdîl	NOUN	word
hnângdil	NOUN	word
hnângdîl	NOUN	word
hnangtawm	NOUN	word
hnangṭawm	NOUN	word
hnângtawm	NOUN	word
hnângṭawm	NOUN	word
hnanin	ADJ	word
hnanna	NOUN	word
hnap	NOUN	word
hnâp	NOUN	word
hnaphkir	NOUN	word
hnaphkîr	NOUN	word
hna-pin	NOUN	word
hnapkhawn	NOUN	word
hnapkhâwn	NOUN	word
hnapkhir	NOUN	word
hnapkhîr	NOUN	word
hnapsut	VERB	word
hnapsût	VERB	word
hnapthleng	NOUN	word
hnapthlêng	NOUN	word
hnaptui	NOUN	word
hnar	NOUN	word
hnar	VERB	word
hnâr	NOUN	word
hnâr	VERB	word
hnara	ADJ	word
hnâra	ADJ	word
hnarah	ADJ	word
hnârah	ADJ	word
hnarahte	ADJ	word
hnarin	ADJ	word
hnârin	ADJ	word
hnarkaitu	NOUN	word
hnarkàitu	NOUN	word
hnârkaitu	NOUN	word
hnârkàitu	NOUN	word
hnârkâitu	NOUN	word
hnarkaituah	ADJ	word
hnarkawn	NOUN	word
hnarkáwn	NOUN	word
hnârkawn	NOUN	word
hnârkáwn	NOUN	word
hnârkâwn	NOUN	word
hnarkhik	NOUN	word
hnarkhik	VERB	word
hnârkhik	VERB	word
hnarkin	NOUN	word
hnârkin	NOUN	word
hnarkir	VERB	word
hnarkua	NOUN	word
hnârkua	NOUN	word
hnarrial	NOUN	word
hnarrial	VERB	word
hnârrial	NOUN	word
hnârriâl	NOUN	word
hnarte	NOUN	word
hnarte-ngeng	NOUN	word
hnârte-ngeng	NOUN	word
hnarverh	VERB	word
hnârvuah	ADJ	word
hnate	NOUN	word
hnâte	NOUN	word
hnathawh	VERB	word
hnathawhah	ADJ	word
hnathawhin	ADJ	word
hnathawhna	NOUN	word
hnathawhnaa	ADJ	word
hnathawhnaah	ADJ	word
hnathawhnain	ADJ	word
hnathawhpui	VERB	word
hnathawhpuite	NOUN	word
hnathawhte	NOUN	word
hnathawhtea	ADJ	word
hnathawk	VERB	word
hnathawka	ADJ	word
hnathawkah	ADJ	word
hnathawkho	NOUN	word
hnathawkin	ADJ	word
hnathawkte	NOUN	word
hnathawkten	ADJ	word
hnathawktu	NOUN	word
hnathawktuin	ADJ	word
hnathawktute	NOUN	word
hnathawktuten	ADJ	word
hnathiam	ADJ	word
hnathlâk	ADJ	word
hnatlan	NOUN	word
hnatlàn	NOUN	word
hnatlân	NOUN	word
hnatlang	NOUN	word
hnatlang	VERB	word
hnatlâng	NOUN	word
hnatlangpui	VERB	word
hnatlangpuia	ADJ	word
hnatlangpuiin	ADJ	word
hnatlanna	NOUN	word
hnawh	VERB	word
hnâwh	VERB	word
hnawhbote	NOUN	word
hnawhchepin	ADJ	word
hnawhchepnaah	ADJ	word
hnawhchhuah	ADJ	word
hnawhchhuaha	ADJ	word
hnawhchhuahho	ADJ	word
hnawhchhuahin	ADJ	word
hnawhchhuahsak	VERB	word
hnawhchhuahte	NOUN	word
hnawhdarhna	NOUN	word
hnawhin	ADJ	word
hnawhkhah	VERB	word
hnawhkhat	VERB	word
hnawhkian	VERB	word
hnawhna	NOUN	word
hnawhphui	VERB	word
hnawhping	VERB	word
hnawhsak	VERB	word
hnawhsarum	VERB	word
hnawhsarum	ADJ	word
hnawhsaruma	ADJ	word
hnawhte	ADJ	word
hnawih	VERB	word
hnâwih	VERB	word
hnawiha	ADJ	word
