phrase	tag
verh tlang	NOUN
vettei a che	NOUN
vou vou	NOUN
vuang vuang	NOUN
vur ting	NOUN
vur vur	NOUN
vut dur	NOUN
vut la	NOUN
vut lawk	NOUN
vut lâwk	NOUN
vut lum	NOUN
vut sen hluam	NOUN
za ho	NOUN
za kham	NOUN
za len	NOUN
za lên	NOUN
za len na	NOUN
za lên na	NOUN
za leng	NOUN
za lêng	NOUN
za ma	NOUN
za ma zo	NOUN
za na	NOUN
za nei	NOUN
za ngor	NOUN
za pui	NOUN
za ru	NOUN
za tel	NOUN
zah thlak	NOUN
zah thlâk	NOUN
zahder thiam	NOUN
zahngai thei	NOUN
zai dam	NOUN
zai hir	NOUN
zai hîr	NOUN
zai hla	NOUN
zai khawm	NOUN
zai khâwm	NOUN
zai lâ	NOUN
zai lep	NOUN
zai lung	NOUN
zai mi	NOUN
zai pui	NOUN
zai rem	NOUN
zai ri	NOUN
zai sir	NOUN
zai tlâng	NOUN
zai vawr	NOUN
zaih zaih	NOUN
zak dawh	NOUN
zâk dawh	NOUN
zak dawt	NOUN
zak do tiang	NOUN
zak do tlang	NOUN
zâk kep	NOUN
zâk kêp	NOUN
zak kham	NOUN
zak thal	NOUN
zak zak	NOUN
zakcheh tiang	NOUN
zakkep nei	NOUN
zakzeh ip	NOUN
zal zal	NOUN
zalam phei	NOUN
zalam sial	NOUN
zam bu i	NOUN
zam duk	NOUN
zam hmaw	NOUN
zam lo	NOUN
zâm lo	NOUN
zam pher	NOUN
zâm râl	NOUN
zam rang	NOUN
zam tha	NOUN
zam ṭha	NOUN
zam that	NOUN
zam thlur	NOUN
zam thlûr	NOUN
zâm thlur	NOUN
zâm thlûr	NOUN
zaman hmawng	NOUN
zaman zai	NOUN
zan ah	NOUN
zân ah	NOUN
zan chhuah	NOUN
zan khat mitchhîn tawh	NOUN
zan khat tuisik lem sual	NOUN
zan khua	NOUN
zân khua	NOUN
zan lai	NOUN
zân lai	NOUN
zan lai ar khuan	NOUN
zân lai ar khuan	NOUN
zan lai lifen	NOUN
zan lai lifên	NOUN
zan lakin	NOUN
zan lam	NOUN
zân leng	NOUN
zân lêng	NOUN
zan mun	NOUN
zân mun	NOUN
zan ral	NOUN
zan râl	NOUN
zan riah	NOUN
zân riah	NOUN
zan rul	NOUN
zan ta phawk	NOUN
zan ta phâwk	NOUN
zan țah vei	NOUN
zan thim	NOUN
zân thim	NOUN
zan tin	NOUN
zân tin	NOUN
zan tir	NOUN
zan tîr	NOUN
zang a kual	NOUN
zang a si	NOUN
zang a vawk ek tum	NOUN
zang bawk	NOUN
zang bawn	NOUN
zâng bawn	NOUN
zang bawng	NOUN
zâng bâwng	NOUN
zang hai	NOUN
zâng hai	NOUN
zang hâk	NOUN
zang hrawt	NOUN
zang kak	NOUN
zang khai	NOUN
zang khaw pui	NOUN
zang khung	NOUN
zang kul	NOUN
zang kûl	NOUN
zang kulh	NOUN
zang na dawm	NOUN
zâng na dawm	NOUN
zang phar	NOUN
zang ruh	NOUN
zâng ruh	NOUN
zang ruh kual	NOUN
zang ruh kul	NOUN
zang ruh kûl	NOUN
zâng ruh kul	NOUN
zâng ruh kûl	NOUN
zang ruh thlawk	NOUN
zang ruh thlâwk	NOUN
zang sel	NOUN
zang si	NOUN
zang sî	NOUN
zâng si	NOUN
zâng sî	NOUN
zang thal	NOUN
zâng thal	NOUN
zangsi dal	NOUN
zân-mu chhing	NOUN
zân-mu chhîng	NOUN
zanriah bawp man	NOUN
zanriah bel	NOUN
zanriah chhum	NOUN
zanriah chhum hun	NOUN
zanriah ei kham	NOUN
zap fai	NOUN
zâp fai	NOUN
zap hru	NOUN
zap pui	NOUN
zar ah	NOUN
zâr hnawh	NOUN
zar hru al	NOUN
zar hruai	NOUN
zar jo	NOUN
zâr jo	NOUN
zar zo	NOUN
zat hmel	NOUN
zat hmêl	NOUN
zât hmel	NOUN
zât hmêl	NOUN
zau au	NOUN
zauh zauh	NOUN
zaw bu i	NOUN
zaw chat	NOUN
zaw da	NOUN
zaw huang	NOUN
zâw le	NOUN
zaw mah	NOUN
zawh fê	NOUN
zawh khata zo	NOUN
zawh poh leh	NOUN
zawh thlithlai	NOUN
zawh tu	NOUN
zawh zai	NOUN
zawh zen	NOUN
zawhna chhinchhiahna	NOUN
zawhte no nei ang	NOUN
zawk ngial	NOUN
zawl buk	NOUN
zawl dawh	NOUN
zawl idi	NOUN
zawl kai	NOUN
zawl khaw tar	NOUN
zâwl khaw târ	NOUN
zawl khaw thang	NOUN
zawl la idi	NOUN
zâwl la idi	NOUN
zawl la vung	NOUN
zawl la vûng	NOUN
zawl ne	NOUN
zâwl ne	NOUN
zawl nei	NOUN
zâwl nei	NOUN
zawl palam	NOUN
zawl puan phah	NOUN
zawl thlawk	NOUN
zawl thlâwk	NOUN
zawlbuk bawk bei	NOUN
zawlbuka e tang ṭheuh ṭheuh	NOUN
zawn chhuah	NOUN
zawng a	NOUN
zâwng a	NOUN
zawng a te	NOUN
zawng a tê	NOUN
zawng aithang	NOUN
zawng anthur	NOUN
zawng anthûr	NOUN
zawng awmpawng	NOUN
zawng awmpâwng	NOUN
zawng bal	NOUN
zâwng bâl	NOUN
zawng bal hla	NOUN
zawng balhla	NOUN
zawng ban	NOUN
zawng be te	NOUN
zawng be tê	NOUN
zawng bete	NOUN
zawng betê	NOUN
zawng bilh tab	NOUN
zawng bilh tah	NOUN
zawng chaw	NOUN
zawng chhip deh ang	NOUN
zawng chhuak	NOUN
zawng dala	NOUN
zâwng dâla	NOUN
zawng fian	NOUN
zâwng fian	NOUN
zawng hang ek	NOUN
zawng hang êk	NOUN
zawng hâng ek	NOUN
zawng hâng êk	NOUN
zawng hi ang	NOUN
zawng hnah thlak	NOUN
zawng hnah thlâk	NOUN
zawng ho	NOUN
zawng hri	NOUN
zâwng hri	NOUN
zawng hrui	NOUN
zawng in	NOUN
zawng ka kang	NOUN
zawng kai	NOUN
zawng kal	NOUN
zawng kang	NOUN
zawng kâng	NOUN
zawng kang tha	NOUN
zâwng kang tha	NOUN
zawng kanghai	NOUN
zawng kangthai	NOUN
zawng kangṭhai	NOUN
zawng kap	NOUN
zawng kâp	NOUN
zâwng kâp	NOUN
zawng kha	NOUN
zawng khal	NOUN
zâwng khal	NOUN
zawng kharkhep	NOUN
zawng khau	NOUN
zâwng khau	NOUN
zawng khaw pui ri hri at	NOUN
zawng khuang	NOUN
zawng ku ang	NOUN
zawng kuang	NOUN
zâwng kuang	NOUN
zawng lakhuih	NOUN
zawng lawn	NOUN
zawng li	NOUN
zawng li awh	NOUN
zâwng li awh	NOUN
zawng luang	NOUN
zawng lung	NOUN
zâwng lung	NOUN
zawng lung lei	NOUN
zawng mal	NOUN
zawng mawt	NOUN
zawng pui sai	NOUN
zawng pui sâi	NOUN
zawng raj	NOUN
zawng ral	NOUN
zawng râl	NOUN
zawng rilphiar	NOUN
zawng rit	NOUN
zawng sa	NOUN
zawng sâ	NOUN
zawng sai ngho	NOUN
zâwng sai ngho	NOUN
zawng ser	NOUN
zawng sih	NOUN
zawng sih siamsual	NOUN
zawng sisu	NOUN
zawng ta	NOUN
zawng tah	NOUN
zâwng tah	NOUN
zawng tawitaw	NOUN
zawng te	NOUN
zawng te le lawm	NOUN
zawng te le lâwm	NOUN
zawng te nawhlung	NOUN
zawng te ral ti	NOUN
zawng tei	NOUN
zâwng tei	NOUN
zawng tha hrui	NOUN
zâwng tha hrui	NOUN
zawng thleng	NOUN
zawng tho	NOUN
zawng thosi	NOUN
zawng tla pui	NOUN
zâwng tla pui	NOUN
zawng tla tla	NOUN
zâwng tla tla	NOUN
zawng tlak	NOUN
zawng tlâk	NOUN
zawng tu a	NOUN
zâwng tu a	NOUN
zawng tu i	NOUN
zawng ṭu i	NOUN
zawng zawn chhuah	NOUN
zawng zawng	NOUN
zawnga leilawn	NOUN
zawnga leilawn dim dim	NOUN
zawnga leilawn dîm dîm	NOUN
zawnga lungthu	NOUN
zawng-bilh tah	NOUN
zawngrengtea serthlum veng ang	NOUN
zawng-sih siamsual	NOUN
zawngte tui dawt	NOUN
zawngte tuikhur hmu ang	NOUN
ze hrang	NOUN
ze hrep	NOUN
ze tan e	NOUN
ze tân e	NOUN
ze zawi	NOUN
zek zak	NOUN
zel din	NOUN
zêl din	NOUN
zel din thu	NOUN
zêl din thu	NOUN
zeldina thubawl	NOUN
zen kawng	NOUN
zên kawng	NOUN
zen sa	NOUN
zen zun	NOUN
zep ru	NOUN
zep ruk	NOUN
zep ui mu hni	NOUN
zer zawr	NOUN
zi ak	NOUN
zi al	NOUN
zi ar	NOUN
zi chhuak	NOUN
zi ik	NOUN
zi im	NOUN
zi ka	NOUN
zi kâ	NOUN
zi khlum	NOUN
zi ngah	NOUN
zi nuk nuk	NOUN
ziak chhuah	NOUN
ziak chhuak	NOUN
ziak fung	NOUN
zik chhuah	NOUN
zik chhuak	NOUN
zik muhlum	NOUN
zik no	NOUN
zik tluak	NOUN
zik zuah	NOUN
zil bial	NOUN
zil buang	NOUN
zil eng	NOUN
zin veivak	NOUN
zing dai nei	NOUN
zing dai neih	NOUN
zing daifim	NOUN
zing fim	NOUN
zing lam hnawh	NOUN
zing lam hnawt	NOUN
zing nem	NOUN
zing nin	NOUN
zing par	NOUN
zing ri	NOUN
zing sumsu	NOUN
zing thla	NOUN
zir lo	NOUN
zir tir	NOUN
zir tîr	NOUN
zir ziar	NOUN
zîr ziar	NOUN
zit zet	NOUN
ziza hrui	NOUN
ziza la	NOUN
ziza puan	NOUN
zo an tam	NOUN
zo an ṭam	NOUN
zo ar	NOUN
zo âr	NOUN
zo ar khuan	NOUN
zo archhuang	NOUN
zo artui	NOUN
zo ba	NOUN
zo bal	NOUN
zo bâl	NOUN
zo bawm	NOUN
zo bâwm	NOUN
zo be	NOUN
zo bê	NOUN
zo be hlawi	NOUN
zo be hliang	NOUN
zo bê hliang	NOUN
zo be kang	NOUN
zo bê kang	NOUN
zo be pui	NOUN
zo bê pui	NOUN
zo be re	NOUN
zo bê re	NOUN
zo be suak	NOUN
zo bê suak	NOUN
zo bu hlei	NOUN
zo buh	NOUN
zo cha	NOUN
zo cha kawk	NOUN
zo cha pawng	NOUN
zo chai	NOUN
zo chal	NOUN
zo chhang ban	NOUN
zo ei	NOUN
zo eng	NOUN
zo fa	NOUN
zo hang	NOUN
zo hlo fang	NOUN
zo hming thang	NOUN
zo hniar	NOUN
zo hniar kaih luh ang	NOUN
zo ho	NOUN
zo hri	NOUN
zo hrui	NOUN
zo huan	NOUN
zo im	NOUN
zo kai	NOUN
zo kang	NOUN
zo kâng	NOUN
zo kang thai	NOUN
zo kaw pui	NOUN
zo kawl bah ra	NOUN
zo kâwl bah ra	NOUN
zo kawl sen	NOUN
zo kâwl sen	NOUN
zo kawrnu	NOUN
zo kel	NOUN
zo kel ki	NOUN
zo kelbuh	NOUN
zo khang	NOUN
zo khang eng	NOUN
zo khaw pui	NOUN
zo khi a	NOUN
zo kik	NOUN
zo kîk	NOUN
zo ko	NOUN
zo leng	NOUN
zo lo	NOUN
zo luk	NOUN
zo lung	NOUN
zo lung lei	NOUN
zo lut	NOUN
zo ma hru ai	NOUN
zo mawt	NOUN
zo mâwt	NOUN
zo mu	NOUN
zo mu van lai lawk	NOUN
zo mu van lai lâwk	NOUN
zo nul	NOUN
zo phai	NOUN
zo phâi	NOUN
zo pui	NOUN
zo pui bawih	NOUN
zo pui bâwih	NOUN
zo pui pang par	NOUN
zo ra pa	NOUN
zo râ pa	NOUN
zo ram	NOUN
zo rei	NOUN
zo rim	NOUN
zo ru al	NOUN
zo sap	NOUN
zo sâp	NOUN
zo sen	NOUN
zo ta la	NOUN
zo tap	NOUN
zo te	NOUN
zo te a	NOUN
zo thang	NOUN
zo thâng	NOUN
zo theikum	NOUN
zo thing hang	NOUN
zo thli	NOUN
zo tui thi	NOUN
zo tuklo	NOUN
zo uihniak	NOUN
zo va	NOUN
zo vai	NOUN
zo vawk	NOUN
zo vâwk	NOUN
zo vuakdup	NOUN
zo zai	NOUN
zo zâi	NOUN
zo zan	NOUN
zo zân	NOUN
zo zawh zan	NOUN
zo zawn	NOUN
zo zâwn	NOUN
zo zawng	NOUN
zo zâwng	NOUN
zo zêm	NOUN
zo zen	NOUN
zozai lo	NOUN
zu a	NOUN
zu al	NOUN
zu am	NOUN
zu ar	NOUN
zu ar la	NOUN
zu au	NOUN
zu awt	NOUN
zu bar	NOUN
zu bâr	NOUN
zu bawi	NOUN
zu bel	NOUN
zu bêl	NOUN
zu buh	NOUN
zu bul	NOUN
zu bûl	NOUN
zu bûr	NOUN
zu ch him	NOUN
zu chhang	NOUN
zu chhe lang	NOUN
zu chhum	NOUN
zu dan	NOUN
zu fang	NOUN
zu fei	NOUN
zu hlan	NOUN
zu hmeh	NOUN
zu hrai	NOUN
zu in	NOUN
zu k	NOUN
zu ka	NOUN
zu khal	NOUN
zu kham	NOUN
zu khawl bel	NOUN
zu khawn	NOUN
zu ku uru	NOUN
zu kuru	NOUN
zu lam	NOUN
zu lawm	NOUN
zu le sa	NOUN
zu leh sa	NOUN
zu lei bak	NOUN
zu lei bâk	NOUN
zu lei bak gi	NOUN
zu lo	NOUN
zu lu	NOUN
zu luk	NOUN
zu ma tu	NOUN
zu ma w	NOUN
zu mghawk	NOUN
zu mi	NOUN
zu ngawvei	NOUN
zu nung	NOUN
zu pa	NOUN
zu per	NOUN
zu per hai	NOUN
zu per hâi	NOUN
zu pui	NOUN
zu rui	NOUN
zu rûi	NOUN
zu sat hlak	NOUN
zu t	NOUN
zu thlum	NOUN
zu tho	NOUN
zu til	NOUN
zu tui	NOUN
zu tur	NOUN
zu va	NOUN
zu va ngaw	NOUN
zu va ngâw	NOUN
zu za	NOUN
zu zâ	NOUN
zu zam	NOUN
zu zâm	NOUN
zu zawn	NOUN
zu zâwn	NOUN
zu zen	NOUN
zu zên	NOUN
zu zu	NOUN
zu zu hung	NOUN
zu zuar	NOUN
zual ko	NOUN
zuan thlak	NOUN
zuau zuau	NOUN
zuh fai	NOUN
zuhmun pentawng	NOUN
zuhmun sa hmun	NOUN
zuk buh	NOUN
zuk bur	NOUN
zuk khum	NOUN
zuk nun	NOUN
zuk sak	NOUN
zukhawn tlak	NOUN
zul zui	NOUN
zun bawm	NOUN
zun bâwm	NOUN
zûn cheh	NOUN
zun chhu ak	NOUN
zun khum	NOUN
zûn khûm	NOUN
zun ngah	NOUN
zûn ngah	NOUN
zun ngam	NOUN
zun phen	NOUN
zun phên	NOUN
zun phi	NOUN
zun phî	NOUN
zûn phi	NOUN
zûn phî	NOUN
zun puam	NOUN
zûn puam	NOUN
zun thlum	NOUN
zûn thlum	NOUN
zun thweet	NOUN
zun tlang	NOUN
zun tlâng	NOUN
zun zam	NOUN
zun zâm	NOUN
zun zasi	NOUN
zun zâsi	NOUN
zun zung	NOUN
zuncheh ching	NOUN
zuncheh rual	NOUN
zung chal	NOUN
zûng chal	NOUN
zung da	NOUN
zung hrual	NOUN
zûng hrual	NOUN
zung ka	NOUN
zûng kap	NOUN
zûng kâp	NOUN
zung lai	NOUN
zûng lai	NOUN
zung pui	NOUN
zûng pui	NOUN
zung tang	NOUN
zung ṭang	NOUN
zûng tang	NOUN
zûng ṭang	NOUN
zung tawih	NOUN
zung ṭawih	NOUN
zûng tawih	NOUN
zûng ṭawih	NOUN
zung te	NOUN
zûng te	NOUN
zung te u	NOUN
zung thla	NOUN
zûng thla	NOUN
zung thli	NOUN
zung thlî	NOUN
zûng thli	NOUN
zûng thlî	NOUN
zung thlum	NOUN
zûng thlum	NOUN
zung thum beng	NOUN
zung za	NOUN
zung zam	NOUN
zung zawn	NOUN
zung zâwn	NOUN
zungpui hmet	NOUN
zungte bawk	NOUN
zungthum nei	NOUN
zut zut	NOUN
singsip hram	NUM
singsip hrám	NUM
vaibel zu	NUM
vaibel zuk	NUM
a eng ber nge	PART
a eng eng nge	PART
a eng hi nge	PART
a eng nge	PART
a eng zawk nge	PART
a eng zâwk nge	PART
a enga ruangah nge	PART
a lo	PART
a ni e	PART
a ni thei e	PART
a tu a nge	PART
a tu ber nge	PART
a tu nge	PART
a tu zawk nge	PART
a tu zâwk nge	PART
a tu-a nge	PART
ang u aw	PART
âw le	PART
chek chekah	PART
ei a	PART
êi a	PART
ei rawng bawltu	PART
eih a	PART
êih a	PART
eng a	PART
eng ang nge	PART
eng angin nge	PART
eng atan nge	PART
eng atân nge	PART
eng ber nge	PART
eng chen nge	PART
eng maw	PART
eng tik nge	PART
eng tikah nge	PART
eng zah chiah nge	PART
engah nge	PART
engati nge	PART
engati ta nge	PART
engti fakauva	PART
engti nge	PART
engtin nge	PART
khawi ah	PART
khawi lova	PART
lu-vun hîk	PART
maw a	PART
na nei	PART
ṭeh pa	PART
teh se	PART
tu mau beng	PART
tu ta	PART
tu uai	PART
tui man	PART
tun lawkah	PART
tun lo chu	PART
zi ri	PART
a dang	PRON
a eng ber nge	PRON
a eng eng nge	PRON
a eng hi nge	PRON
a eng nge	PRON
a eng pawh	PRON
a eng zawk mah	PRON
a eng zâwk mah	PRON
a eng zawk nge	PRON
a eng zâwk nge	PRON
a eng zawk pawh	PRON
a enga khaw mah	PRON
a enga khaw pawh	PRON
a enga mah	PRON
a enga pawh	PRON
a enga ruangah nge	PRON
a hran	PRON
a pakhat	PRON
a rual	PRON
a sang a sing	PRON
a sang a sîng	PRON
a sâng a sing	PRON
a sâng a sîng	PRON
a sap a vai	PRON
a sâp a vai	PRON
a tu a	PRON
a tu a mah	PRON
a tu a nge	PRON
a tu a pawh	PRON
a tu ber nge	PRON
a tu lam lam mah	PRON
a tu nge	PRON
a tu pawh	PRON
a tu ve ve mah	PRON
a tu zawk nge	PRON
a tu zâwk nge	PRON
a tu-a	PRON
a tu-a mah	PRON
a tu-a nge	PRON
a tu-a pawh	PRON
a zeng a khaw	PRON
a zeng a khaw mah	PRON
a zo a vai	PRON
amah leh amah	PRON
chawthing zenna in	PRON
chu chu	PRON
chui chui	PRON
chutiang chu	PRON
eng zah	PRON
eng zawk nge	PRON
eng zâwk nge	PRON
heh sawi	PRON
heng... hi	PRON
hêng... hi	PRON
hlawm ia	PRON
i khaw	PRON
kei mahin	PRON
keimah keiman	PRON
keimah	 keiman	PRON
kha chu	PRON
kha kha	PRON
kha khan	PRON
khâ khân	PRON
khan kai	PRON
khang eng	PRON
khang kha	PRON
khâng kha	PRON
khap sawk sawk	PRON
khaw te	PRON
khaw tê	PRON
khawh tlâkran	PRON
khawi lo nihna	PRON
khawi mi nge	PRON
khawi mu	PRON
kheuh ru	PRON
khiah khiah	PRON
khing khat	PRON
khitiang khi	PRON
khu khu	PRON
khùn khan	PRON
khùn khàn	PRON
khung khawm	PRON
khûng khawm	PRON
lam hnaih	PRON
lam kawi	PRON
lo chen	PRON
lo chuan	PRON
lo hi	PRON
mahni inthunun hneh	PRON
mahni thu hman	PRON
mahni thu hmang	PRON
mai mai	PRON
mautuai zawng chaw	PRON
piang thlak	PRON
rangva in	PRON
rawh puah	PRON
rawh puih	PRON
rawh rawh	PRON
rawh thianghlim	PRON
rawh tui	PRON
savun peng	PRON
saw lam	PRON
saw n	PRON
saw saw	PRON
saw sawn	PRON
saw sâwn	PRON
saw ta saw	PRON
saw tah	PRON
so khâwm	PRON
suh e	PRON
tawh chuan	PRON
tawh puah	PRON
te nau	PRON
teh sela aw!	PRON
teh ṭeuh va	PRON
tha tawk	PRON
tha tawkin	PRON
then filh thah	PRON
ṭhen filh ṭhah	PRON
thuam thil	PRON
țiț ek	PRON
tlungkhûm chehna	PRON
tu dai	PRON
tu fa	PRON
tu mau pangang	PRON
tu nu	PRON
tu pa	PRON
tu pawh	PRON
tu rh	PRON
tu ta mah	PRON
tu ta nge	PRON
tu vu	PRON
tui nem	PRON
tui-ûm khuang	PRON
tun' nge	PRON
tu'n nge	PRON
tût tût	PRON
tute emaw	PRON
ûl ûl	PRON
ulang imper	PRON
ve tuh tuh	PRON
zem zem	PRON
ang e	PUNCT
a ailawi	VERB
a ailâwi	VERB
a arbawm	VERB
a arbâwm	VERB
a arkhel	VERB
a arkhêl	VERB
a awl ai lo	VERB
a awl-ai lo	VERB
a bawp lawka la	VERB
ã bawraw	VERB
ã báwraw	VERB
a chim a sang	VERB
a chim a sâng	VERB
a chîm a sang	VERB
a chîm a sâng	VERB
a chim chin a hriat	VERB
a chîm chin a hriat	VERB
a dik a dawk thlu lo	VERB
a hangin a kah	VERB
a hàngin a kah	VERB
a hangin a kap	VERB
a hangin a kâp	VERB
a hàngin a kap	VERB
a hàngin a kâp	VERB
a leia rut	VERB
a leia rût	VERB
a let a lingin	VERB
a na lam chhawn	VERB
a ne ek lo	VERB
a nê ek lo	VERB
a pawi aw	VERB
a pâwi âw	VERB
a pawi tui	VERB
a pawi-tui	VERB
a pui tam	VERB
a rul chuk	VERB
a rûl chuk	VERB
a surin a sur	VERB
a sûrin a sûr	VERB
a tep chek chek	VERB
a tepin a tep	VERB
a tepter	VERB
a teptèr	VERB
a tha ngeih zawng	VERB
a tha ngeih zâwng	VERB
a ṭha ngeih zawng	VERB
a ṭha ngeih zâwng	VERB
a thar lawm	VERB
a thar làwm	VERB
a tharlam	VERB
a tharlâm	VERB
a tlimin a tlim	VERB
a vung zawngin la	VERB
a vung zâwngin la	VERB
ai en	VERB
âi en	VERB
ai inzial	VERB
ai kaih	VERB
aiawt chiah	VERB
aiâwt chiah	VERB
aibuh chiah	VERB
alh kai	VERB
anchhe lawh	VERB
ânchhe lawh	VERB
ar bo a zawng	VERB
âr bo a zawng	VERB
ar kawh chhuah	VERB
âr kawh chhuah	VERB
ar khual lawi	VERB
ar khual làwi	VERB
âr khual lawi	VERB
âr khual làwi	VERB
ar lawi	VERB
ar làwi	VERB
âr lawi	VERB
âr làwi	VERB
âr lâwi	VERB
ar mit tet khuan	VERB
ar mit ṭet khuan	VERB
âr mit tet khuan	VERB
âr mit ṭet khuan	VERB
ar ngam thlah	VERB
âr ngam thlah	VERB
ara thloh mu lak	VERB
âra thloh mu lâk	VERB
ara tukkhuan	VERB
ara tûkkhuan	VERB
âra tukkhuan	VERB
âra tûkkhuan	VERB
arbawm chhe lum	VERB
arbâwm chhe lum	VERB
arbawm thli len	VERB
arbâwm thli len	VERB
archang thiang tawn	VERB
archang ṭhiang tawn	VERB
archang țhiang tawn	VERB
arkai den	VERB
arkài den	VERB
ârkai den	VERB
ârkài den	VERB
arkai deng	VERB
arkai dêng	VERB
arkài deng	VERB
arkài dêng	VERB
ârkai deng	VERB
ârkai dêng	VERB
ârkài deng	VERB
ârkài dêng	VERB
arpa tlan	VERB
arpui mit men	VERB
arpui mit-men	VERB
arsi ek kai	VERB
arsi ek kâi	VERB
arsi êk kai	VERB
arsi êk kâi	VERB
arsi thlawh	VERB
arsi thlawk	VERB
arsi thlâwk	VERB
arte lukawn	VERB
arte lukàwn	VERB
arte thih	VERB
at bawraw	VERB
at báwraw	VERB
ât bawraw	VERB
ât báwraw	VERB
at huai	VERB
ât huai	VERB
aw ban	VERB
aw beu	VERB
aw bum	VERB
aw chhāng	VERB
aw chhuah	VERB
aw chhuak	VERB
aw pawh	VERB
aw teng	VERB
aw tèng	VERB
aw ṭeng	VERB
aw ṭèng	VERB
aw tham	VERB
aw thâm	VERB
aw then	VERB
aw thian	VERB
aw thum	VERB
aw thúm	VERB
aw tialvawm	VERB
aw ṭialvawm	VERB
aw tlawk	VERB
aw tliang	VERB
awh awm	VERB
awm a nuam	VERB
awm baw	VERB
awm bâw	VERB
awm bo	VERB
awm chilh	VERB
awm do	VERB
awm duai	VERB
awm eu	VERB
awm he	VERB
awm hè	VERB
awm hle hle	VERB
awm hlê hlê	VERB
awm hmun khuar	VERB
awm hmun siam	VERB
awm mar	VERB
awm mâr	VERB
awm ngai	VERB
awm ngai na hre lo	VERB
awm ni kham	VERB
awm ni khâm	VERB
awm pui	VERB
awm rep	VERB
awm rèp	VERB
awm run	VERB
awm rûn	VERB
awm sawm	VERB
awm sâwm	VERB
awm sual	VERB
awm tha hle hle	VERB
awm thle	VERB
awm tlei	VERB
awm tui	VERB
awm tui la	VERB
awmhmun bengbel	VERB
awmhmun bêngbel	VERB
awm-hmun khuar	VERB
awmhmun ngheh	VERB
awmhmun rem	VERB
awm-hmun siam	VERB
awmngaihna hre lo	VERB
awm-ngai-na hre lo	VERB
awmsual bawl	VERB
awmsual bâwl	VERB
awn chek	VERB
awn chêk	VERB
awp keu	VERB
awp kêu	VERB
ba ra khaih	VERB
bâ ra khaih	VERB
ba rum	VERB
ba sa ngam	VERB
bah thlu	VERB
bah thlù	VERB
bai bel tilian	VERB
bãk chhe len	VERB
bãk chhe lèn	VERB
bak sawn	VERB
bâk sâwn	VERB
bāka leh uai	VERB
bāka leh uài	VERB
ban lo	VERB
ban phar	VERB
bân phar	VERB
ban phawi	VERB
ban phàwi	VERB
ban tial	VERB
ban ṭial	VERB
bân tial	VERB
bân ṭial	VERB
banthal nawt	VERB
banthal nâwt	VERB
bari then	VERB
bari ṭhen	VERB
baw hlawp	VERB
bawh kan	VERB
bawh kân	VERB
bawhhla chham	VERB
bawl lo	VERB
bâwl lo	VERB
bawl nawmnah	VERB
bâwl nawmnah	VERB
bawlpui hmang	VERB
bàwlpui hmang	VERB
bawng dawh	VERB
bawng khalh	VERB
bâwng khalh	VERB
bawp khai	VERB
bawp kham	VERB
bâwp kham	VERB
bawp khawkherh	VERB
bawr khawm	VERB
bâwr khâwm	VERB
bawr run	VERB
bawrh chhuah	VERB
bawrh chhuak	VERB
be chhawhchhi	VERB
be chhe	VERB
be chhia	VERB
be chhuah	VERB
be hlui	VERB
be hru	VERB
be idawn	VERB
be isei	VERB
be pawp	VERB
bek chek	VERB
bêk chêk	VERB
bel bawm	VERB
bēl rawh	VERB
bel thlu	VERB
bēl vaw thiam	VERB
belh chhah	VERB
belh hlawm	VERB
bēlpa tawm	VERB
belte phai thei lo	VERB
belval kual theh	VERB
belvâl kual theh	VERB
bem va	VERB
bem vâ	VERB
ben bul	VERB
ben bûl	VERB
ben chawrh	VERB
ben harh	VERB
ben hlup	VERB
ben kawp	VERB
ben kâwp	VERB
ben thluk	VERB
ben thlûk	VERB
ben tlawn	VERB
ben tlâwn	VERB
beng len	VERB
beng lèn	VERB
beng thlep	VERB
beng tithlep	VERB
beng titlai	VERB
beng tivar	VERB
beng tlaithlak	VERB
beng tlaithlâk	VERB
beng tun	VERB
beng verh	VERB
benga cham	VERB
benga châm	VERB
bengbung tum	VERB
bengchhu ngawng	VERB
biak chhiat	VERB
biak lum lam	VERB
biak lum lâm	VERB
biak lûm lam	VERB
biak lûm lâm	VERB
bu hawm	VERB
bu hâwm	VERB
bu khuar	VERB
buai pui	VERB
buak lun	VERB
buak lûn	VERB
bual thlu	VERB
buan hrui tlal	VERB
buat saih	VERB
buh lak	VERB
buh thartem	VERB
buh thli	VERB
buh zah	VERB
buh zap	VERB
buh zâp	VERB
buhzing den	VERB
bun bichilh	VERB
būrchhe lan	VERB
būrchhe làn	VERB
cha chheh	VERB
cha chhep	VERB
chahbia kalh	VERB
chai chat	VERB
chai lo	VERB
chak ai hawlh	VERB
chak chak	VERB
chak khai tawl	VERB
chak khai tâwl	VERB
chakai khawrh	VERB
chakai meichhcr chhit	VERB
chakai meichher chhit	VERB
chakái meichher chhit	VERB
chakvak lo	VERB
chal beng	VERB
chal bêng	VERB
chal chang	VERB
chal dep	VERB
chal dêp	VERB
chal lui	VERB
chala chil hnawm	VERB
chala lei si	VERB
chalcha ek	VERB
chalcha êk	VERB
chan chhia	VERB
chan chhiat	VERB
chan tha	VERB
chan that	VERB
chang ngai	VERB
chàng ngai	VERB
chang tum	VERB
châng tum	VERB
changlawng bai	VERB
changlawng kheh	VERB
